n_neighbors,weights,metric,p,train_accuracy,test_accuracy,test_error,test_f1,test_precision,test_recall,cv_mean,cv_std,overfit_gap
45,distance,euclidean,,1.0,0.825,0.17500000000000004,0.8325358851674641,0.7981651376146789,0.87,0.8247928331466964,0.03859180083597893,0.17500000000000004
45,distance,manhattan,,1.0,0.82,0.18000000000000005,0.8285714285714286,0.7909090909090909,0.87,0.8290257558790595,0.03837509486646634,0.18000000000000005
45,distance,minkowski,1.0,1.0,0.82,0.18000000000000005,0.8285714285714286,0.7909090909090909,0.87,0.8290257558790595,0.03837509486646634,0.18000000000000005
45,distance,minkowski,1.5,1.0,0.815,0.18500000000000005,0.8229665071770335,0.7889908256880734,0.86,0.8290257558790595,0.03837509486646634,0.18500000000000005
45,distance,minkowski,2.0,1.0,0.825,0.17500000000000004,0.8325358851674641,0.7981651376146789,0.87,0.8247928331466964,0.03859180083597893,0.17500000000000004
45,distance,minkowski,2.5,1.0,0.83,0.17000000000000004,0.8365384615384616,0.8055555555555556,0.87,0.8227099664053752,0.03887558608649512,0.17000000000000004
45,distance,minkowski,3.0,1.0,0.83,0.17000000000000004,0.8365384615384616,0.8055555555555556,0.87,0.8227099664053752,0.03887558608649512,0.17000000000000004
50,uniform,euclidean,,0.8333333333333334,0.81,0.18999999999999995,0.8137254901960784,0.7980769230769231,0.83,0.7909966405375141,0.05693773464554691,0.023333333333333317
50,uniform,manhattan,,0.8227848101265823,0.82,0.18000000000000005,0.8252427184466019,0.8018867924528302,0.85,0.7973348264277715,0.04414574026909823,0.002784810126582382
50,uniform,minkowski,1.0,0.8227848101265823,0.82,0.18000000000000005,0.8252427184466019,0.8018867924528302,0.85,0.7973348264277715,0.04414574026909823,0.002784810126582382
50,uniform,minkowski,1.5,0.8248945147679325,0.81,0.18999999999999995,0.8155339805825242,0.7924528301886793,0.84,0.8036506159014557,0.05583133325538527,0.014894514767932465
50,uniform,minkowski,2.0,0.8333333333333334,0.81,0.18999999999999995,0.8137254901960784,0.7980769230769231,0.83,0.7909966405375141,0.05693773464554691,0.023333333333333317
50,uniform,minkowski,2.5,0.8375527426160337,0.825,0.17500000000000004,0.8292682926829268,0.8095238095238095,0.85,0.7973796192609182,0.050855826729239134,0.012552742616033785
50,uniform,minkowski,3.0,0.8375527426160337,0.82,0.18000000000000005,0.8252427184466019,0.8018867924528302,0.85,0.797357222844345,0.05098546077564662,0.01755274261603379
50,distance,euclidean,,1.0,0.83,0.17000000000000004,0.8380952380952381,0.8,0.88,0.8227099664053752,0.03887558608649512,0.17000000000000004
50,distance,manhattan,,1.0,0.815,0.18500000000000005,0.8246445497630331,0.7837837837837838,0.87,0.8290257558790595,0.03837509486646634,0.18500000000000005
50,distance,minkowski,1.0,1.0,0.815,0.18500000000000005,0.8246445497630331,0.7837837837837838,0.87,0.8290257558790595,0.03837509486646634,0.18500000000000005
50,distance,minkowski,1.5,1.0,0.81,0.18999999999999995,0.819047619047619,0.7818181818181819,0.86,0.8269204927211646,0.03608795975601118,0.18999999999999995
50,distance,minkowski,2.0,1.0,0.83,0.17000000000000004,0.8380952380952381,0.8,0.88,0.8227099664053752,0.03887558608649512,0.17000000000000004
50,distance,minkowski,2.5,1.0,0.83,0.17000000000000004,0.8380952380952381,0.8,0.88,0.8163717805151176,0.04387048129720477,0.17000000000000004
50,distance,minkowski,3.0,1.0,0.83,0.17000000000000004,0.8365384615384616,0.8055555555555556,0.87,0.814266517357223,0.04630599812896,0.17000000000000004
60,uniform,euclidean,,0.8185654008438819,0.83,0.17000000000000004,0.8349514563106796,0.8113207547169812,0.86,0.790996640537514,0.050326576997929105,-0.011434599156118108
60,uniform,manhattan,,0.8059071729957806,0.82,0.18000000000000005,0.8252427184466019,0.8018867924528302,0.85,0.7952295632698767,0.046180498599085976,-0.014092827004219322
60,uniform,minkowski,1.0,0.8059071729957806,0.82,0.18000000000000005,0.8252427184466019,0.8018867924528302,0.85,0.7952295632698767,0.046180498599085976,-0.014092827004219322
60,uniform,minkowski,1.5,0.8143459915611815,0.82,0.18000000000000005,0.8252427184466019,0.8018867924528302,0.85,0.7952071668533034,0.048674910746376365,-0.00565400843881847
60,uniform,minkowski,2.0,0.8185654008438819,0.83,0.17000000000000004,0.8349514563106796,0.8113207547169812,0.86,0.790996640537514,0.050326576997929105,-0.011434599156118108
60,uniform,minkowski,2.5,0.8227848101265823,0.815,0.18500000000000005,0.8229665071770335,0.7889908256880734,0.86,0.8015901455767077,0.04681624694289383,0.007784810126582387
60,uniform,minkowski,3.0,0.820675105485232,0.82,0.18000000000000005,0.8269230769230769,0.7962962962962963,0.86,0.7973796192609182,0.045812449031629066,0.0006751054852320859
60,distance,euclidean,,1.0,0.825,0.17500000000000004,0.8341232227488151,0.7927927927927928,0.88,0.8184770436730122,0.04171869915864407,0.17500000000000004
60,distance,manhattan,,1.0,0.815,0.18500000000000005,0.8246445497630331,0.7837837837837838,0.87,0.8184546472564389,0.04342424339000625,0.18500000000000005
60,distance,minkowski,1.0,1.0,0.815,0.18500000000000005,0.8246445497630331,0.7837837837837838,0.87,0.8184546472564389,0.04342424339000625,0.18500000000000005
60,distance,minkowski,1.5,1.0,0.81,0.18999999999999995,0.819047619047619,0.7818181818181819,0.86,0.82481522956327,0.036671189712963265,0.18999999999999995
60,distance,minkowski,2.0,1.0,0.825,0.17500000000000004,0.8341232227488151,0.7927927927927928,0.88,0.8184770436730122,0.04171869915864407,0.17500000000000004
60,distance,minkowski,2.5,1.0,0.82,0.18000000000000005,0.8301886792452831,0.7857142857142857,0.88,0.8205823068309069,0.040992442141475245,0.18000000000000005
60,distance,minkowski,3.0,1.0,0.82,0.18000000000000005,0.8301886792452831,0.7857142857142857,0.88,0.8205823068309069,0.040992442141475245,0.18000000000000005
70,uniform,euclidean,,0.810126582278481,0.825,0.17500000000000004,0.8275862068965517,0.8155339805825242,0.84,0.8015901455767077,0.042862458407082804,-0.014873417721518956
70,uniform,manhattan,,0.8037974683544303,0.81,0.18999999999999995,0.8155339805825242,0.7924528301886793,0.84,0.7952743561030235,0.0315823145933772,-0.00620253164556972
70,uniform,minkowski,1.0,0.8037974683544303,0.81,0.18999999999999995,0.8155339805825242,0.7924528301886793,0.84,0.7952743561030235,0.0315823145933772,-0.00620253164556972
70,uniform,minkowski,1.5,0.810126582278481,0.82,0.18000000000000005,0.8235294117647058,0.8076923076923077,0.84,0.7952519596864501,0.03694754429841588,-0.009873417721518951
70,uniform,minkowski,2.0,0.810126582278481,0.825,0.17500000000000004,0.8275862068965517,0.8155339805825242,0.84,0.8015901455767077,0.042862458407082804,-0.014873417721518956
70,uniform,minkowski,2.5,0.810126582278481,0.82,0.18000000000000005,0.8235294117647058,0.8076923076923077,0.84,0.799484882418813,0.03706857963710968,-0.009873417721518951
70,uniform,minkowski,3.0,0.8080168776371308,0.815,0.18500000000000005,0.821256038647343,0.794392523364486,0.85,0.8037178051511757,0.03671717467662976,-0.006983122362869132
70,distance,euclidean,,1.0,0.825,0.17500000000000004,0.8325358851674641,0.7981651376146789,0.87,0.82481522956327,0.0401335786194488,0.17500000000000004
70,distance,manhattan,,1.0,0.81,0.18999999999999995,0.8207547169811321,0.7767857142857143,0.87,0.8163717805151174,0.03611260879928149,0.18999999999999995
70,distance,minkowski,1.0,1.0,0.81,0.18999999999999995,0.8207547169811321,0.7767857142857143,0.87,0.8163717805151174,0.03611260879928149,0.18999999999999995
70,distance,minkowski,1.5,1.0,0.815,0.18500000000000005,0.8246445497630331,0.7837837837837838,0.87,0.82481522956327,0.036671189712963265,0.18500000000000005
70,distance,minkowski,2.0,1.0,0.825,0.17500000000000004,0.8325358851674641,0.7981651376146789,0.87,0.82481522956327,0.0401335786194488,0.17500000000000004
70,distance,minkowski,2.5,1.0,0.82,0.18000000000000005,0.8269230769230769,0.7962962962962963,0.86,0.8269204927211646,0.03903777001252671,0.18000000000000005
70,distance,minkowski,3.0,1.0,0.82,0.18000000000000005,0.8269230769230769,0.7962962962962963,0.86,0.8269204927211646,0.03903777001252671,0.18000000000000005
80,uniform,euclidean,,0.810126582278481,0.82,0.18000000000000005,0.8235294117647058,0.8076923076923077,0.84,0.8016125419932811,0.0427170535139655,-0.009873417721518951
80,uniform,manhattan,,0.8016877637130801,0.805,0.19499999999999995,0.8078817733990148,0.7961165048543689,0.82,0.7952967525195968,0.0340964387576588,-0.0033122362869199007
80,uniform,minkowski,1.0,0.8016877637130801,0.805,0.19499999999999995,0.8078817733990148,0.7961165048543689,0.82,0.7952967525195968,0.0340964387576588,-0.0033122362869199007
80,uniform,minkowski,1.5,0.8080168776371308,0.805,0.19499999999999995,0.8097560975609757,0.7904761904761904,0.83,0.7995296752519597,0.03489074188144174,0.003016877637130766
80,uniform,minkowski,2.0,0.810126582278481,0.82,0.18000000000000005,0.8235294117647058,0.8076923076923077,0.84,0.8016125419932811,0.0427170535139655,-0.009873417721518951
80,uniform,minkowski,2.5,0.810126582278481,0.82,0.18000000000000005,0.8235294117647058,0.8076923076923077,0.84,0.8079507278835385,0.04106369389383529,-0.009873417721518951
80,uniform,minkowski,3.0,0.8164556962025317,0.82,0.18000000000000005,0.8235294117647058,0.8076923076923077,0.84,0.8016125419932811,0.0427170535139655,-0.0035443037974682845
80,distance,euclidean,,1.0,0.82,0.18000000000000005,0.8285714285714286,0.7909090909090909,0.87,0.8205823068309069,0.04411698415079538,0.18000000000000005
80,distance,manhattan,,1.0,0.825,0.17500000000000004,0.8341232227488151,0.7927927927927928,0.88,0.8163493840985442,0.04141460184443369,0.17500000000000004
80,distance,minkowski,1.0,1.0,0.825,0.17500000000000004,0.8341232227488151,0.7927927927927928,0.88,0.8163493840985442,0.04141460184443369,0.17500000000000004
80,distance,minkowski,1.5,1.0,0.815,0.18500000000000005,0.8246445497630331,0.7837837837837838,0.87,0.8205823068309069,0.040992442141475245,0.18500000000000005
80,distance,minkowski,2.0,1.0,0.82,0.18000000000000005,0.8285714285714286,0.7909090909090909,0.87,0.8205823068309069,0.04411698415079538,0.18000000000000005
80,distance,minkowski,2.5,1.0,0.82,0.18000000000000005,0.8285714285714286,0.7909090909090909,0.87,0.8227099664053753,0.037718278517036186,0.18000000000000005
80,distance,minkowski,3.0,1.0,0.82,0.18000000000000005,0.8285714285714286,0.7909090909090909,0.87,0.8227323628219485,0.033855500721154674,0.18000000000000005
90,uniform,euclidean,,0.8080168776371308,0.815,0.18500000000000005,0.8195121951219512,0.8,0.84,0.8037402015677492,0.041123358236863396,-0.006983122362869132
90,uniform,manhattan,,0.8016877637130801,0.805,0.19499999999999995,0.8078817733990148,0.7961165048543689,0.82,0.7974244120940649,0.03383000778724387,-0.0033122362869199007
90,uniform,minkowski,1.0,0.8016877637130801,0.805,0.19499999999999995,0.8078817733990148,0.7961165048543689,0.82,0.7974244120940649,0.03383000778724387,-0.0033122362869199007
90,uniform,minkowski,1.5,0.8037974683544303,0.81,0.18999999999999995,0.8137254901960784,0.7980769230769231,0.83,0.807973124300112,0.037542861320071334,-0.00620253164556972
90,uniform,minkowski,2.0,0.8080168776371308,0.815,0.18500000000000005,0.8195121951219512,0.8,0.84,0.8037402015677492,0.041123358236863396,-0.006983122362869132
90,uniform,minkowski,2.5,0.8080168776371308,0.82,0.18000000000000005,0.8235294117647058,0.8076923076923077,0.84,0.8079507278835385,0.037094172705795445,-0.011983122362869136
90,uniform,minkowski,3.0,0.8143459915611815,0.815,0.18500000000000005,0.8195121951219512,0.8,0.84,0.8121836506159015,0.03387197198737078,-0.0006540084388184653
90,distance,euclidean,,1.0,0.825,0.17500000000000004,0.8309178743961353,0.8037383177570093,0.86,0.8142217245240762,0.046575931669629415,0.17500000000000004
90,distance,manhattan,,1.0,0.82,0.18000000000000005,0.8285714285714286,0.7909090909090909,0.87,0.8163493840985442,0.03806890158769536,0.18000000000000005
90,distance,minkowski,1.0,1.0,0.82,0.18000000000000005,0.8285714285714286,0.7909090909090909,0.87,0.8163493840985442,0.03806890158769536,0.18000000000000005
90,distance,minkowski,1.5,1.0,0.815,0.18500000000000005,0.8229665071770335,0.7889908256880734,0.86,0.8121164613661813,0.04247014941951092,0.18500000000000005
90,distance,minkowski,2.0,1.0,0.825,0.17500000000000004,0.8309178743961353,0.8037383177570093,0.86,0.8142217245240762,0.046575931669629415,0.17500000000000004
90,distance,minkowski,2.5,1.0,0.82,0.18000000000000005,0.8269230769230769,0.7962962962962963,0.86,0.8184770436730122,0.04171869915864407,0.18000000000000005
90,distance,minkowski,3.0,1.0,0.825,0.17500000000000004,0.8309178743961353,0.8037383177570093,0.86,0.820582306830907,0.03989658698989697,0.17500000000000004
100,uniform,euclidean,,0.8037974683544303,0.805,0.19499999999999995,0.8097560975609757,0.7904761904761904,0.83,0.8142889137737962,0.044723215776890826,-0.0012025316455697155
100,uniform,manhattan,,0.7953586497890295,0.805,0.19499999999999995,0.8097560975609757,0.7904761904761904,0.83,0.8016349384098543,0.028951351416867176,-0.009641350210970567
100,uniform,minkowski,1.0,0.7953586497890295,0.805,0.19499999999999995,0.8097560975609757,0.7904761904761904,0.83,0.8016349384098543,0.028951351416867176,-0.009641350210970567
100,uniform,minkowski,1.5,0.8037974683544303,0.805,0.19499999999999995,0.8097560975609757,0.7904761904761904,0.83,0.8079507278835385,0.033976035679989726,-0.0012025316455697155
100,uniform,minkowski,2.0,0.8037974683544303,0.805,0.19499999999999995,0.8097560975609757,0.7904761904761904,0.83,0.8142889137737962,0.044723215776890826,-0.0012025316455697155
100,uniform,minkowski,2.5,0.8016877637130801,0.81,0.18999999999999995,0.8155339805825242,0.7924528301886793,0.84,0.8185218365061591,0.03753051398885585,-0.008312236286919905
100,uniform,minkowski,3.0,0.8059071729957806,0.81,0.18999999999999995,0.8155339805825242,0.7924528301886793,0.84,0.8142889137737963,0.03593083293201128,-0.004092827004219424
100,distance,euclidean,,1.0,0.82,0.18000000000000005,0.8285714285714286,0.7909090909090909,0.87,0.818454647256439,0.04239129928080434,0.18000000000000005
100,distance,manhattan,,1.0,0.815,0.18500000000000005,0.8229665071770335,0.7889908256880734,0.86,0.8120940649496081,0.0470793772428515,0.18500000000000005
100,distance,minkowski,1.0,1.0,0.815,0.18500000000000005,0.8229665071770335,0.7889908256880734,0.86,0.8120940649496081,0.0470793772428515,0.18500000000000005
100,distance,minkowski,1.5,1.0,0.825,0.17500000000000004,0.8325358851674641,0.7981651376146789,0.87,0.8163269876819708,0.04262529401548086,0.17500000000000004
100,distance,minkowski,2.0,1.0,0.82,0.18000000000000005,0.8285714285714286,0.7909090909090909,0.87,0.818454647256439,0.04239129928080434,0.18000000000000005
100,distance,minkowski,2.5,1.0,0.82,0.18000000000000005,0.8269230769230769,0.7962962962962963,0.86,0.8184770436730122,0.04171869915864407,0.18000000000000005
100,distance,minkowski,3.0,1.0,0.82,0.18000000000000005,0.8269230769230769,0.7962962962962963,0.86,0.820582306830907,0.03989658698989697,0.18000000000000005
